%
Copyright (C) 2021  Intel Corporation. All rights reserved.
Your use of Intel Corporation's design tools, logic functions 
and other software and tools, and any partner logic 
functions, and any output files from any of the foregoing 
(including device programming or simulation files), and any 
associated documentation or information are expressly subject 
to the terms and conditions of the Intel Program License 
Subscription Agreement, the Intel Quartus Prime License Agreement,
the Intel FPGA IP License Agreement, or other applicable license
agreement, including, without limitation, that your use is for
the sole purpose of programming logic devices manufactured by
Intel and sold by Intel or its authorized distributors.  Please
refer to the applicable agreement for further details, at
https://fpgasoftware.intel.com/eula.
%

GROUP CREATE bit_num[31..0] = bit_num[31] bit_num[30] bit_num[29] bit_num[28] bit_num[27] bit_num[26] bit_num[25] bit_num[24] bit_num[23] bit_num[22] bit_num[21] bit_num[20] bit_num[19] bit_num[18] bit_num[17] bit_num[16] bit_num[15] bit_num[14] bit_num[13] bit_num[12] bit_num[11] bit_num[10] bit_num[9] bit_num[8] bit_num[7] bit_num[6] bit_num[5] bit_num[4] bit_num[3] bit_num[2] bit_num[1] bit_num[0] ;
INPUTS CLK_10M;
OUTPUTS GSCLK state.0000 state.0001 state.0010 state.0011 state.0100 state.0101 state.0110 state.1000 state.1001 LAT SCLK SDOs[0] SDOs[1] SDOs[2] SDOs[3] bit_num[31..0];
UNIT ns;
RADIX HEX;
PATTERN
            0.0> 0 = X X X X X X X X X X X X X X X X XXXXXXXX 
5851500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000029C 
5852000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000029C 
5852500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000029C 
5853000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000029C 
5853500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000029B 
5854000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000029B 
5854500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000029B 
5855000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000029B 
5855500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000029A 
5856000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000029A 
5856500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000029A 
5857000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000029A 
5857500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000299 
5858000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000299 
5858500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000299 
5859000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000299 
5859500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000298 
5860000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000298 
5860500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000298 
5861000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000298 
5861500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000297 
5862000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000297 
5862500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000297 
5863000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000297 
5863500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000296 
5864000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000296 
5864500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000296 
5865000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000296 
5865500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000295 
5866000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000295 
5866500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000295 
5867000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000295 
5867500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000294 
5868000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000294 
5868500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000294 
5869000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000294 
5869500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000293 
5870000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000293 
5870500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000293 
5871000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000293 
5871500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000292 
5872000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000292 
5872500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000292 
5873000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000292 
5873500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000291 
5874000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000291 
5874500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000291 
5875000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000291 
5875500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000290 
5876000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000290 
5876500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000290 
5877000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000290 
5877500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000028F 
5878000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000028F 
5878500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000028F 
5879000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000028F 
5879500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000028E 
5880000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000028E 
5880500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000028E 
5881000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000028E 
5881500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000028D 
5882000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000028D 
5882500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000028D 
5883000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000028D 
5883500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000028C 
5884000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000028C 
5884500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000028C 
5885000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000028C 
5885500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000028B 
5886000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000028B 
5886500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000028B 
5887000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000028B 
5887500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000028A 
5888000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000028A 
5888500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000028A 
5889000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000028A 
5889500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000289 
5890000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000289 
5890500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000289 
5891000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000289 
5891500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000288 
5892000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000288 
5892500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000288 
5893000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000288 
5893500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000287 
5894000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000287 
5894500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000287 
5895000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000287 
5895500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000286 
5896000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000286 
5896500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000286 
5897000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000286 
5897500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000285 
5898000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000285 
5898500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000285 
5899000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000285 
5899500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000284 
5900000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000284 
5900500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000284 
5901000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000284 
5901500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000283 
5902000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000283 
5902500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000283 
5903000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000283 
5903500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000282 
5904000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000282 
5904500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000282 
5905000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000282 
5905500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000281 
5906000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000281 
5906500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000281 
5907000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000281 
5907500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000280 
5908000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000280 
5908500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000280 
5909000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000280 
5909500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000027F 
5910000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000027F 
5910500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000027F 
5911000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000027F 
5911500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000027E 
5912000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000027E 
5912500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000027E 
5913000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000027E 
5913500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000027D 
5914000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000027D 
5914500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000027D 
5915000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000027D 
5915500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000027C 
5916000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000027C 
5916500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000027C 
5917000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000027C 
5917500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000027B 
5918000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000027B 
5918500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000027B 
5919000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000027B 
5919500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000027A 
5920000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000027A 
5920500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000027A 
5921000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000027A 
5921500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000279 
5922000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000279 
5922500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000279 
5923000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000279 
5923500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000278 
5924000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000278 
5924500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000278 
5925000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000278 
5925500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000277 
5926000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000277 
5926500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000277 
5927000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000277 
5927500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000276 
5928000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000276 
5928500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000276 
5929000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000276 
5929500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000275 
5930000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000275 
5930500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000275 
5931000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000275 
5931500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000274 
5932000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000274 
5932500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000274 
5933000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000274 
5933500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000273 
5934000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000273 
5934500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000273 
5935000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000273 
5935500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000272 
5936000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000272 
5936500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000272 
5937000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000272 
5937500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000271 
5938000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000271 
5938500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000271 
5939000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000271 
5939500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000270 
5940000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000270 
5940500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000270 
5941000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000270 
5941500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000026F 
5942000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000026F 
5942500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000026F 
5943000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000026F 
5943500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000026E 
5944000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000026E 
5944500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000026E 
5945000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000026E 
5945500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000026D 
5946000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000026D 
5946500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000026D 
5947000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000026D 
5947500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000026C 
5948000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000026C 
5948500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000026C 
5949000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000026C 
5949500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000026B 
5950000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000026B 
5950500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000026B 
5951000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000026B 
5951500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000026A 
5952000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000026A 
5952500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000026A 
5953000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000026A 
5953500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000269 
5954000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000269 
5954500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000269 
5955000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000269 
5955500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000268 
5956000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000268 
5956500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000268 
5957000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000268 
5957500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000267 
5958000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000267 
5958500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000267 
5959000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000267 
5959500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000266 
5960000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000266 
5960500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000266 
5961000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000266 
5961500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000265 
5962000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000265 
5962500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000265 
5963000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000265 
5963500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000264 
5964000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000264 
5964500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000264 
5965000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000264 
5965500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000263 
5966000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000263 
5966500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000263 
5967000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000263 
5967500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000262 
5968000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000262 
5968500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000262 
5969000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000262 
5969500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000261 
5970000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000261 
5970500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000261 
5971000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000261 
5971500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000260 
5972000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000260 
5972500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000260 
5973000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000260 
5973500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000025F 
5974000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000025F 
5974500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000025F 
5975000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000025F 
5975500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000025E 
5976000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000025E 
5976500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000025E 
5977000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000025E 
5977500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000025D 
5978000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000025D 
5978500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000025D 
5979000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000025D 
5979500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000025C 
5980000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000025C 
5980500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000025C 
5981000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000025C 
5981500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000025B 
5982000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000025B 
5982500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000025B 
5983000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000025B 
